[Name],,,,,
Momentum and Mass,,,,,
,,,,,
[Data],,,,,
Accumulated Timestep,RMS P-Mass,RMS U-Mom,RMS V-Mom,RMS W-Mom,Current Timestep
9266,8.96E-05,1.76E-05,5.98E-05,3.72E-05,8.23E+03
9267,8.17E-05,1.32E-05,5.25E-05,3.39E-05,8.23E+03
9268,9.54E-05,1.97E-05,5.77E-05,4.03E-05,8.23E+03
9269,9.80E-05,9.65E-06,2.51E-05,2.46E-05,8.24E+03
9270,8.40E-05,1.93E-05,3.38E-05,2.57E-05,8.24E+03
9271,6.24E-05,8.72E-06,1.79E-05,1.33E-05,8.24E+03
9272,8.98E-05,1.69E-05,3.37E-05,2.50E-05,8.24E+03
9273,8.52E-05,1.86E-05,3.78E-05,2.51E-05,8.24E+03
9274,9.17E-05,1.54E-05,4.42E-05,2.52E-05,8.24E+03
9275,7.09E-05,1.30E-05,3.61E-05,2.11E-05,8.24E+03
9276,6.21E-05,6.54E-06,1.28E-05,8.63E-06,8.24E+03
9277,6.39E-05,5.63E-06,1.19E-05,1.13E-05,8.24E+03
9278,7.58E-05,1.07E-05,1.76E-05,4.05E-05,8.24E+03
9279,8.10E-05,1.71E-05,3.68E-05,6.25E-05,8.25E+03
9280,9.06E-05,1.27E-05,2.93E-05,5.07E-05,8.25E+03
9281,8.83E-05,1.40E-05,2.91E-05,2.12E-05,8.25E+03
9282,7.00E-05,9.09E-06,2.23E-05,1.97E-05,8.25E+03
9283,5.61E-05,7.16E-06,2.17E-05,1.93E-05,8.25E+03
9284,9.29E-05,1.28E-05,4.25E-05,4.13E-05,8.25E+03
9285,6.17E-05,8.42E-06,1.97E-05,1.91E-05,8.25E+03
9286,8.95E-05,2.00E-05,6.93E-05,5.82E-05,8.25E+03
9287,7.27E-05,1.06E-05,2.94E-05,2.98E-05,8.25E+03
9288,7.66E-05,1.27E-05,2.79E-05,4.02E-05,8.25E+03
9289,8.62E-05,1.23E-05,2.91E-05,3.65E-05,8.26E+03
9290,9.49E-05,1.55E-05,3.05E-05,3.94E-05,8.26E+03
9291,6.34E-05,7.23E-06,1.31E-05,1.38E-05,8.26E+03
9292,9.56E-05,1.02E-05,1.34E-05,1.57E-05,8.26E+03
9293,7.81E-05,7.22E-06,1.08E-05,7.95E-06,8.26E+03
9294,5.50E-05,5.08E-06,6.20E-06,8.07E-06,8.26E+03
9295,5.78E-05,5.20E-06,7.80E-06,8.76E-06,8.26E+03
9296,6.35E-05,8.32E-06,2.41E-05,2.02E-05,8.26E+03
9297,8.11E-05,1.32E-05,4.03E-05,3.63E-05,8.26E+03
9298,9.17E-05,1.57E-05,5.75E-05,5.63E-05,8.26E+03
9299,7.42E-05,1.19E-05,3.51E-05,2.11E-05,8.27E+03
9300,7.45E-05,1.28E-05,3.19E-05,2.02E-05,8.27E+03
9301,7.11E-05,1.18E-05,2.42E-05,1.96E-05,8.27E+03
9302,9.75E-05,2.00E-05,5.16E-05,6.32E-05,8.27E+03
9303,8.42E-05,1.27E-05,4.10E-05,5.11E-05,8.27E+03
9304,8.24E-05,1.46E-05,2.58E-05,3.54E-05,8.27E+03
9305,8.51E-05,2.37E-05,4.38E-05,3.04E-05,8.27E+03
9306,6.68E-05,1.45E-05,2.17E-05,1.61E-05,8.27E+03
9307,6.44E-05,1.04E-05,1.63E-05,2.22E-05,8.27E+03
9308,5.96E-05,1.08E-05,1.35E-05,1.25E-05,8.27E+03
9309,6.06E-05,9.02E-06,1.78E-05,2.02E-05,8.28E+03
9310,6.42E-05,7.77E-06,2.16E-05,2.13E-05,8.28E+03
9311,6.96E-05,6.98E-06,1.86E-05,1.89E-05,8.28E+03
9312,9.34E-05,1.24E-05,2.65E-05,3.04E-05,8.28E+03
9313,7.01E-05,1.03E-05,2.80E-05,2.80E-05,8.28E+03
9314,5.50E-05,7.44E-06,1.65E-05,1.53E-05,8.28E+03
9315,8.77E-05,1.86E-05,1.95E-05,2.19E-05,8.28E+03
9316,8.97E-05,1.49E-05,3.45E-05,3.89E-05,8.28E+03
9317,6.15E-05,7.32E-06,1.78E-05,1.96E-05,8.28E+03
9318,9.55E-05,1.05E-05,1.96E-05,2.51E-05,8.28E+03
9319,7.64E-05,1.04E-05,1.47E-05,2.14E-05,8.29E+03
9320,6.68E-05,6.74E-06,9.74E-06,1.49E-05,8.29E+03
9321,7.94E-05,1.15E-05,2.43E-05,4.27E-05,8.29E+03
9322,8.73E-05,1.03E-05,1.76E-05,2.41E-05,8.29E+03
9323,7.94E-05,1.68E-05,4.09E-05,5.00E-05,8.29E+03
9324,8.58E-05,1.41E-05,3.78E-05,5.40E-05,8.29E+03
9325,9.45E-05,1.16E-05,2.57E-05,3.94E-05,8.29E+03
9326,6.89E-05,7.19E-06,1.20E-05,2.04E-05,8.29E+03
9327,7.67E-05,1.72E-05,4.79E-05,4.89E-05,8.29E+03
9328,7.83E-05,1.41E-05,4.20E-05,4.26E-05,8.29E+03
9329,7.98E-05,1.02E-05,2.11E-05,2.66E-05,8.30E+03
9330,9.48E-05,1.01E-05,1.98E-05,2.34E-05,8.30E+03
9331,9.33E-05,1.89E-05,3.02E-05,2.77E-05,8.30E+03
9332,8.83E-05,1.65E-05,3.08E-05,3.21E-05,8.30E+03
9333,8.93E-05,1.26E-05,3.36E-05,3.01E-05,8.30E+03
9334,9.90E-05,8.83E-06,2.37E-05,2.14E-05,8.30E+03
9335,6.09E-05,6.21E-06,1.08E-05,1.11E-05,8.30E+03
9336,9.44E-05,1.61E-05,5.27E-05,2.84E-05,8.30E+03
9337,5.89E-05,1.02E-05,2.39E-05,1.45E-05,8.30E+03
9338,6.99E-05,1.02E-05,2.38E-05,2.56E-05,8.30E+03
9339,6.50E-05,8.78E-06,1.18E-05,1.77E-05,8.31E+03
9340,6.37E-05,1.12E-05,1.73E-05,3.05E-05,8.31E+03
9341,9.00E-05,9.82E-06,1.70E-05,2.48E-05,8.31E+03
9342,6.94E-05,9.08E-06,1.47E-05,2.05E-05,8.31E+03
9343,7.81E-05,8.78E-06,1.21E-05,2.43E-05,8.31E+03
9344,7.34E-05,1.12E-05,3.64E-05,2.85E-05,8.31E+03
9345,8.70E-05,9.91E-06,4.21E-05,2.84E-05,8.31E+03
9346,6.95E-05,1.15E-05,2.98E-05,2.65E-05,8.31E+03
9347,9.24E-05,1.44E-05,2.01E-05,4.03E-05,8.31E+03
9348,6.50E-05,7.90E-06,1.49E-05,1.74E-05,8.31E+03
9349,7.86E-05,1.28E-05,2.99E-05,3.03E-05,8.32E+03
9350,6.84E-05,1.06E-05,2.50E-05,2.19E-05,8.32E+03
9351,7.03E-05,1.13E-05,2.26E-05,1.96E-05,8.32E+03
9352,7.36E-05,1.01E-05,1.99E-05,1.81E-05,8.32E+03
9353,8.87E-05,1.26E-05,3.47E-05,3.05E-05,8.32E+03
9354,9.34E-05,1.96E-05,4.99E-05,5.72E-05,8.32E+03
9355,9.08E-05,1.06E-05,3.20E-05,2.73E-05,8.32E+03
9356,8.92E-05,1.05E-05,2.45E-05,2.39E-05,8.32E+03
9357,6.72E-05,1.03E-05,1.49E-05,2.05E-05,8.32E+03
9358,8.37E-05,8.75E-06,2.82E-05,2.25E-05,8.32E+03
9359,8.01E-05,7.68E-06,2.96E-05,1.96E-05,8.33E+03
9360,6.60E-05,7.62E-06,1.54E-05,1.56E-05,8.33E+03
9361,6.67E-05,7.49E-06,9.72E-06,1.52E-05,8.33E+03
9362,6.89E-05,9.73E-06,1.40E-05,1.80E-05,8.33E+03
9363,7.94E-05,8.16E-06,1.79E-05,2.13E-05,8.33E+03
9364,6.92E-05,6.55E-06,1.41E-05,1.43E-05,8.33E+03
9365,7.45E-05,1.14E-05,3.34E-05,3.46E-05,8.33E+03
9366,8.08E-05,1.34E-05,3.65E-05,3.22E-05,8.33E+03
9367,7.27E-05,1.30E-05,2.86E-05,2.28E-05,8.33E+03
9368,9.29E-05,1.17E-05,5.21E-05,2.61E-05,8.33E+03
9369,5.57E-05,7.45E-06,2.37E-05,1.68E-05,8.34E+03
9370,8.73E-05,1.00E-05,1.56E-05,3.14E-05,8.34E+03
9371,6.81E-05,9.29E-06,2.26E-05,2.51E-05,8.34E+03
9372,7.91E-05,1.17E-05,2.04E-05,3.13E-05,8.34E+03
9373,5.64E-05,8.20E-06,1.57E-05,2.72E-05,8.34E+03
9374,9.33E-05,7.36E-06,2.37E-05,1.93E-05,8.34E+03
9375,5.84E-05,9.94E-06,2.14E-05,2.16E-05,8.34E+03
9376,7.15E-05,1.01E-05,3.45E-05,3.13E-05,8.34E+03
9377,6.43E-05,8.54E-06,3.02E-05,2.79E-05,8.34E+03
9378,8.26E-05,1.45E-05,5.70E-05,7.01E-05,8.34E+03
9379,8.89E-05,1.16E-05,5.60E-05,5.63E-05,8.35E+03
9380,7.68E-05,7.71E-06,2.34E-05,2.20E-05,8.35E+03
9381,8.24E-05,1.85E-05,4.77E-05,4.55E-05,8.35E+03
9382,8.49E-05,1.50E-05,3.14E-05,2.79E-05,8.35E+03
9383,9.14E-05,1.21E-05,2.83E-05,3.30E-05,8.35E+03
9384,7.25E-05,1.24E-05,3.48E-05,2.61E-05,8.35E+03
9385,6.31E-05,1.07E-05,2.91E-05,2.28E-05,8.35E+03
9386,8.79E-05,1.51E-05,2.85E-05,3.39E-05,8.35E+03
9387,7.09E-05,1.06E-05,2.57E-05,1.78E-05,8.35E+03
9388,8.13E-05,1.47E-05,5.77E-05,3.44E-05,8.35E+03
9389,8.95E-05,1.46E-05,6.98E-05,3.85E-05,8.36E+03
9390,6.14E-05,1.12E-05,4.47E-05,3.50E-05,8.36E+03
9391,8.86E-05,1.61E-05,5.64E-05,3.92E-05,8.36E+03
9392,6.75E-05,1.07E-05,4.09E-05,2.33E-05,8.36E+03
9393,9.18E-05,1.47E-05,6.02E-05,3.69E-05,8.36E+03
9394,6.03E-05,7.96E-06,3.41E-05,2.16E-05,8.36E+03
9395,6.63E-05,9.05E-06,3.15E-05,2.19E-05,8.36E+03
9396,6.66E-05,1.34E-05,3.57E-05,3.24E-05,8.36E+03
9397,6.74E-05,8.80E-06,1.94E-05,1.66E-05,8.36E+03
9398,6.29E-05,7.42E-06,1.26E-05,1.34E-05,8.36E+03
9399,6.13E-05,7.14E-06,1.19E-05,1.78E-05,8.37E+03
9400,8.43E-05,2.00E-05,2.47E-05,3.07E-05,8.37E+03
9401,9.61E-05,2.78E-05,5.46E-05,5.16E-05,8.37E+03
9402,6.42E-05,7.31E-06,2.08E-05,1.40E-05,8.37E+03
9403,6.85E-05,7.95E-06,1.53E-05,1.62E-05,8.37E+03
9404,5.97E-05,1.27E-05,2.39E-05,3.11E-05,8.37E+03
9405,9.00E-05,1.56E-05,8.49E-05,8.07E-05,8.37E+03
9406,6.40E-05,1.80E-05,4.48E-05,4.12E-05,8.37E+03
9407,6.37E-05,1.30E-05,2.92E-05,3.09E-05,8.37E+03
9408,6.39E-05,1.28E-05,3.41E-05,3.51E-05,8.37E+03
9409,5.77E-05,1.22E-05,2.66E-05,2.83E-05,8.38E+03
9410,8.74E-05,1.26E-05,2.14E-05,3.76E-05,8.38E+03
9411,9.32E-05,1.08E-05,2.47E-05,3.76E-05,8.38E+03
9412,9.56E-05,1.32E-05,4.41E-05,3.99E-05,8.38E+03
9413,8.53E-05,9.35E-06,2.07E-05,4.17E-05,8.38E+03
9414,8.90E-05,1.28E-05,3.22E-05,2.32E-05,8.38E+03
9415,8.49E-05,1.23E-05,4.21E-05,3.45E-05,8.38E+03
9416,5.37E-05,7.36E-06,1.20E-05,1.39E-05,8.38E+03
9417,8.84E-05,1.30E-05,2.99E-05,3.32E-05,8.38E+03
9418,5.93E-05,1.03E-05,2.54E-05,2.05E-05,8.38E+03
9419,8.01E-05,1.73E-05,4.27E-05,2.86E-05,8.39E+03
9420,8.88E-05,2.06E-05,6.50E-05,5.75E-05,8.39E+03
9421,5.77E-05,1.58E-05,4.34E-05,3.16E-05,8.39E+03
9422,5.85E-05,1.32E-05,3.75E-05,2.71E-05,8.39E+03
9423,9.38E-05,1.39E-05,4.85E-05,4.43E-05,8.39E+03
9424,5.58E-05,1.23E-05,4.61E-05,2.87E-05,8.39E+03
9425,8.31E-05,1.35E-05,7.32E-05,4.71E-05,8.39E+03
9426,7.44E-05,1.62E-05,3.38E-05,3.61E-05,8.39E+03
9427,8.25E-05,1.43E-05,4.70E-05,5.04E-05,8.39E+03
9428,5.82E-05,1.07E-05,3.44E-05,4.48E-05,8.39E+03
9429,6.34E-05,1.81E-05,5.63E-05,3.41E-05,8.40E+03
9430,5.63E-05,1.12E-05,4.44E-05,2.97E-05,8.40E+03
9431,5.78E-05,8.64E-06,1.76E-05,1.34E-05,8.40E+03
9432,9.44E-05,1.74E-05,4.60E-05,3.76E-05,8.40E+03
9433,6.12E-05,1.37E-05,2.95E-05,2.51E-05,8.40E+03
9434,6.09E-05,9.89E-06,1.88E-05,1.52E-05,8.40E+03
9435,7.19E-05,1.21E-05,2.77E-05,4.60E-05,8.40E+03
9436,8.34E-05,1.12E-05,1.99E-05,4.66E-05,8.40E+03
9437,5.91E-05,7.77E-06,1.44E-05,3.01E-05,8.40E+03
9438,9.92E-05,2.10E-05,4.49E-05,7.86E-05,8.40E+03
9439,9.59E-05,1.86E-05,3.99E-05,5.73E-05,8.41E+03
9440,6.95E-05,9.21E-06,1.47E-05,1.61E-05,8.41E+03
9441,8.09E-05,1.05E-05,1.79E-05,2.45E-05,8.41E+03
9442,7.75E-05,8.66E-06,1.85E-05,2.20E-05,8.41E+03
9443,6.63E-05,9.63E-06,2.27E-05,2.92E-05,8.41E+03
9444,7.51E-05,1.64E-05,3.79E-05,6.13E-05,8.41E+03
9445,6.90E-05,1.18E-05,2.01E-05,3.83E-05,8.41E+03
9446,7.71E-05,6.83E-06,1.08E-05,1.58E-05,8.41E+03
9447,6.90E-05,1.08E-05,1.13E-05,2.85E-05,8.41E+03
9448,7.66E-05,1.25E-05,3.77E-05,3.86E-05,8.41E+03
9449,8.98E-05,1.42E-05,5.86E-05,6.50E-05,8.42E+03
9450,9.21E-05,4.20E-05,6.85E-05,4.42E-05,8.42E+03
9451,6.32E-05,3.27E-05,3.96E-05,2.42E-05,8.42E+03
9452,7.02E-05,1.00E-05,1.96E-05,1.74E-05,8.42E+03
9453,9.25E-05,2.20E-05,7.36E-05,4.43E-05,8.42E+03
9454,5.77E-05,6.79E-06,2.87E-05,1.47E-05,8.42E+03
9455,5.37E-05,7.41E-06,1.37E-05,2.30E-05,8.42E+03
9456,7.81E-05,1.54E-05,3.25E-05,4.96E-05,8.42E+03
9457,8.83E-05,1.14E-05,2.57E-05,3.28E-05,8.42E+03
9458,5.78E-05,8.59E-06,1.55E-05,2.22E-05,8.42E+03
9459,9.01E-05,1.57E-05,1.76E-05,1.85E-05,8.43E+03
9460,7.13E-05,1.36E-05,1.59E-05,1.98E-05,8.43E+03
9461,8.98E-05,1.06E-05,1.80E-05,4.42E-05,8.43E+03
9462,8.01E-05,1.26E-05,3.84E-05,2.25E-05,8.43E+03
9463,6.85E-05,1.01E-05,3.53E-05,2.97E-05,8.43E+03
9464,5.86E-05,7.97E-06,1.95E-05,2.69E-05,8.43E+03
9465,6.70E-05,7.51E-06,1.68E-05,2.36E-05,8.43E+03
9466,8.12E-05,1.22E-05,2.93E-05,5.20E-05,8.43E+03
9467,9.96E-05,1.42E-05,2.02E-05,3.83E-05,8.43E+03
9468,6.65E-05,8.90E-06,1.45E-05,2.06E-05,8.43E+03
9469,6.44E-05,5.95E-06,1.79E-05,1.87E-05,8.44E+03
9470,8.32E-05,1.31E-05,3.92E-05,5.53E-05,8.44E+03
9471,7.72E-05,1.18E-05,4.77E-05,4.44E-05,8.44E+03
9472,6.61E-05,9.27E-06,3.98E-05,3.30E-05,8.44E+03
9473,9.94E-05,1.16E-05,2.46E-05,3.02E-05,8.44E+03
9474,9.43E-05,1.18E-05,2.06E-05,2.63E-05,8.44E+03
9475,8.65E-05,8.55E-06,2.30E-05,2.62E-05,8.44E+03
9476,6.26E-05,1.40E-05,2.75E-05,2.51E-05,8.44E+03
9477,9.61E-05,1.48E-05,4.44E-05,4.03E-05,8.44E+03
9478,6.76E-05,1.56E-05,2.38E-05,1.67E-05,8.44E+03
9479,8.45E-05,1.63E-05,3.47E-05,2.96E-05,8.45E+03
9480,8.73E-05,9.19E-06,1.56E-05,1.99E-05,8.45E+03
9481,7.43E-05,1.52E-05,2.77E-05,2.94E-05,8.45E+03
9482,8.10E-05,7.78E-06,2.05E-05,1.61E-05,8.45E+03
9483,6.69E-05,1.05E-05,3.05E-05,2.48E-05,8.45E+03
9484,8.33E-05,1.43E-05,5.06E-05,4.21E-05,8.45E+03
9485,8.43E-05,9.52E-06,1.47E-05,1.72E-05,8.45E+03
9486,6.70E-05,1.07E-05,1.90E-05,2.59E-05,8.45E+03
9487,9.46E-05,1.26E-05,3.39E-05,4.95E-05,8.45E+03
9488,7.39E-05,1.02E-05,2.29E-05,3.72E-05,8.45E+03
9489,5.92E-05,6.79E-06,1.85E-05,2.38E-05,8.46E+03
9490,7.12E-05,7.98E-06,1.56E-05,2.56E-05,8.46E+03
9491,7.69E-05,7.06E-06,1.96E-05,2.39E-05,8.46E+03
9492,8.19E-05,1.44E-05,3.50E-05,5.70E-05,8.46E+03
9493,8.67E-05,1.05E-05,2.99E-05,5.01E-05,8.46E+03
9494,8.42E-05,1.00E-05,2.61E-05,3.19E-05,8.46E+03
9495,7.20E-05,1.05E-05,3.74E-05,3.45E-05,8.46E+03
9496,8.07E-05,1.07E-05,4.32E-05,3.36E-05,8.46E+03
9497,8.49E-05,1.04E-05,4.84E-05,3.30E-05,8.46E+03
9498,6.17E-05,8.11E-06,2.19E-05,2.70E-05,8.46E+03
9499,9.43E-05,9.45E-06,3.67E-05,4.63E-05,8.47E+03
9500,9.05E-05,1.20E-05,2.68E-05,4.06E-05,8.47E+03
9501,8.75E-05,1.37E-05,3.24E-05,3.82E-05,8.47E+03
9502,6.59E-05,7.73E-06,1.62E-05,1.48E-05,8.47E+03
9503,5.83E-05,9.26E-06,1.02E-05,1.38E-05,8.47E+03
9504,9.96E-05,1.05E-05,3.40E-05,2.66E-05,8.47E+03
9505,6.60E-05,8.75E-06,1.80E-05,1.64E-05,8.47E+03
9506,7.66E-05,1.02E-05,1.53E-05,2.93E-05,8.47E+03
9507,9.84E-05,1.58E-05,2.50E-05,5.26E-05,8.47E+03
9508,6.65E-05,1.01E-05,2.21E-05,2.03E-05,8.47E+03
9509,8.11E-05,7.98E-06,2.37E-05,1.68E-05,8.48E+03
9510,9.22E-05,1.11E-05,1.68E-05,2.33E-05,8.48E+03
9511,5.66E-05,7.13E-06,1.71E-05,1.87E-05,8.48E+03
9512,7.50E-05,1.09E-05,2.50E-05,2.90E-05,8.48E+03
9513,9.97E-05,1.31E-05,3.41E-05,4.48E-05,8.48E+03
9514,6.27E-05,5.48E-06,8.26E-06,8.11E-06,8.48E+03
9515,7.70E-05,8.93E-06,1.55E-05,1.52E-05,8.48E+03
9516,7.97E-05,7.41E-06,1.52E-05,1.83E-05,8.48E+03
9517,9.89E-05,1.78E-05,5.66E-05,7.11E-05,8.48E+03
9518,5.81E-05,1.13E-05,2.66E-05,3.61E-05,8.48E+03
9519,6.36E-05,9.48E-06,1.93E-05,2.42E-05,8.49E+03
9520,6.71E-05,1.17E-05,2.37E-05,2.77E-05,8.49E+03
9521,6.36E-05,8.30E-06,1.91E-05,2.33E-05,8.49E+03
9522,9.99E-05,1.98E-05,3.17E-05,4.21E-05,8.49E+03
9523,6.21E-05,8.32E-06,2.17E-05,2.60E-05,8.49E+03
9524,5.77E-05,9.09E-06,2.11E-05,2.19E-05,8.49E+03
9525,9.92E-05,1.03E-05,3.63E-05,3.46E-05,8.49E+03
9526,6.83E-05,9.86E-06,2.51E-05,2.35E-05,8.49E+03
9527,9.42E-05,1.02E-05,1.73E-05,1.95E-05,8.49E+03
9528,6.99E-05,7.00E-06,1.42E-05,1.98E-05,8.49E+03
9529,8.21E-05,9.65E-06,3.06E-05,2.78E-05,8.50E+03
9530,9.52E-05,1.33E-05,2.37E-05,3.72E-05,8.50E+03
9531,7.71E-05,1.76E-05,3.41E-05,3.20E-05,8.50E+03
9532,6.38E-05,1.43E-05,3.01E-05,2.83E-05,8.50E+03
9533,6.39E-05,1.14E-05,2.12E-05,2.04E-05,8.50E+03
9534,5.79E-05,8.91E-06,2.76E-05,1.99E-05,8.50E+03
9535,9.56E-05,1.11E-05,3.97E-05,2.84E-05,8.50E+03
9536,8.86E-05,2.03E-05,3.43E-05,4.31E-05,8.50E+03
9537,6.58E-05,1.76E-05,3.62E-05,4.04E-05,8.50E+03
9538,7.50E-05,1.17E-05,1.51E-05,1.45E-05,8.50E+03
9539,6.13E-05,1.26E-05,2.13E-05,1.85E-05,8.51E+03
9540,8.35E-05,1.73E-05,3.51E-05,3.41E-05,8.51E+03
9541,8.44E-05,9.22E-06,2.68E-05,2.82E-05,8.51E+03
9542,6.32E-05,8.79E-06,2.48E-05,2.64E-05,8.51E+03
9543,7.31E-05,1.09E-05,3.60E-05,3.87E-05,8.51E+03
9544,6.83E-05,9.29E-06,4.08E-05,3.68E-05,8.51E+03
9545,6.99E-05,8.91E-06,3.49E-05,2.55E-05,8.51E+03
9546,7.42E-05,1.64E-05,4.87E-05,3.73E-05,8.51E+03
9547,6.81E-05,1.32E-05,4.49E-05,3.46E-05,8.51E+03
9548,6.54E-05,1.15E-05,2.93E-05,2.51E-05,8.51E+03
9549,8.63E-05,1.31E-05,3.08E-05,2.98E-05,8.52E+03
9550,5.88E-05,1.43E-05,2.67E-05,2.67E-05,8.52E+03
9551,6.44E-05,1.00E-05,1.49E-05,1.75E-05,8.52E+03
9552,9.37E-05,2.10E-05,2.86E-05,3.61E-05,8.52E+03
9553,8.28E-05,1.44E-05,1.80E-05,2.79E-05,8.52E+03
9554,7.00E-05,1.03E-05,2.90E-05,2.42E-05,8.52E+03
9555,6.00E-05,7.77E-06,2.45E-05,2.13E-05,8.52E+03
9556,6.53E-05,1.34E-05,2.20E-05,2.95E-05,8.52E+03
9557,8.96E-05,1.63E-05,3.03E-05,4.32E-05,8.52E+03
9558,8.39E-05,1.22E-05,3.35E-05,3.99E-05,8.52E+03
9559,6.64E-05,6.15E-06,1.42E-05,1.20E-05,8.53E+03
9560,6.22E-05,6.33E-06,1.03E-05,1.29E-05,8.53E+03
9561,6.95E-05,7.05E-06,1.51E-05,1.57E-05,8.53E+03
9562,8.69E-05,6.45E-06,2.61E-05,1.32E-05,8.53E+03
9563,9.59E-05,1.19E-05,3.56E-05,1.61E-05,8.53E+03
9564,9.24E-05,9.13E-06,3.02E-05,2.11E-05,8.53E+03
9565,6.40E-05,9.18E-06,1.56E-05,2.14E-05,8.53E+03
9566,7.97E-05,1.56E-05,2.06E-05,2.06E-05,8.53E+03
9567,9.44E-05,9.79E-06,1.99E-05,1.26E-05,8.53E+03
9568,9.24E-05,1.23E-05,4.27E-05,2.33E-05,8.53E+03
9569,6.96E-05,1.30E-05,3.70E-05,2.63E-05,8.54E+03
9570,6.00E-05,7.45E-06,1.95E-05,1.97E-05,8.54E+03
9571,6.65E-05,1.14E-05,2.79E-05,2.98E-05,8.54E+03
9572,6.08E-05,1.09E-05,2.49E-05,1.94E-05,8.54E+03
9573,7.97E-05,1.14E-05,3.96E-05,2.79E-05,8.54E+03
9574,6.08E-05,8.45E-06,1.68E-05,1.57E-05,8.54E+03
9575,8.31E-05,1.56E-05,3.16E-05,3.03E-05,8.54E+03
9576,9.76E-05,1.05E-05,2.64E-05,2.36E-05,8.54E+03
9577,6.49E-05,7.53E-06,1.69E-05,1.59E-05,8.54E+03
9578,6.33E-05,1.21E-05,1.83E-05,1.63E-05,8.54E+03
9579,6.39E-05,1.02E-05,2.57E-05,2.44E-05,8.55E+03
9580,8.31E-05,9.61E-06,2.37E-05,2.90E-05,8.55E+03
9581,7.14E-05,1.38E-05,2.71E-05,2.32E-05,8.55E+03
9582,9.27E-05,1.78E-05,4.67E-05,3.09E-05,8.55E+03
9583,8.64E-05,1.25E-05,3.96E-05,3.14E-05,8.55E+03
9584,7.32E-05,1.01E-05,1.82E-05,2.42E-05,8.55E+03
9585,7.13E-05,9.63E-06,3.44E-05,2.54E-05,8.55E+03
9586,6.97E-05,1.07E-05,3.99E-05,2.68E-05,8.55E+03
9587,5.87E-05,9.35E-06,1.56E-05,1.64E-05,8.55E+03
9588,6.61E-05,8.48E-06,1.86E-05,2.27E-05,8.55E+03
9589,5.79E-05,5.61E-06,1.93E-05,2.20E-05,8.56E+03
9590,8.67E-05,8.05E-06,2.94E-05,3.16E-05,8.56E+03
9591,6.68E-05,9.99E-06,2.26E-05,2.12E-05,8.56E+03
9592,7.89E-05,9.66E-06,2.08E-05,1.81E-05,8.56E+03
9593,7.64E-05,8.02E-06,2.09E-05,2.27E-05,8.56E+03
9594,8.94E-05,1.01E-05,3.71E-05,3.74E-05,8.56E+03
9595,9.96E-05,1.57E-05,5.20E-05,5.29E-05,8.56E+03
9596,9.60E-05,1.37E-05,3.26E-05,4.24E-05,8.56E+03
9597,7.84E-05,6.97E-06,1.98E-05,2.13E-05,8.56E+03
9598,6.26E-05,6.50E-06,2.44E-05,2.51E-05,8.56E+03
9599,6.97E-05,9.16E-06,2.14E-05,2.32E-05,8.57E+03
9600,7.12E-05,5.77E-06,1.39E-05,1.85E-05,8.57E+03
9601,6.42E-05,9.72E-06,1.78E-05,2.27E-05,8.57E+03
9602,6.04E-05,1.39E-05,2.72E-05,2.35E-05,8.57E+03
9603,9.71E-05,1.40E-05,6.63E-05,4.73E-05,8.57E+03
9604,8.97E-05,1.43E-05,5.80E-05,4.08E-05,8.57E+03
9605,8.07E-05,1.04E-05,5.15E-05,3.56E-05,8.57E+03
9606,7.56E-05,7.62E-06,2.45E-05,2.06E-05,8.57E+03
9607,7.52E-05,1.19E-05,4.39E-05,2.63E-05,8.57E+03
9608,5.73E-05,6.75E-06,1.97E-05,1.20E-05,8.57E+03
9609,7.29E-05,1.22E-05,4.60E-05,2.98E-05,8.58E+03
9610,6.12E-05,1.07E-05,4.74E-05,3.04E-05,8.58E+03
9611,7.49E-05,1.42E-05,4.14E-05,3.67E-05,8.58E+03
9612,7.21E-05,6.33E-06,1.88E-05,2.46E-05,8.58E+03
9613,5.81E-05,4.54E-06,2.78E-05,1.96E-05,8.58E+03
9614,9.69E-05,1.76E-05,5.04E-05,3.98E-05,8.58E+03
9615,6.01E-05,8.58E-06,1.50E-05,1.97E-05,8.58E+03
9616,9.40E-05,8.39E-06,2.70E-05,2.45E-05,8.58E+03
9617,6.31E-05,9.99E-06,3.48E-05,2.46E-05,8.58E+03
9618,8.04E-05,8.52E-06,2.47E-05,2.01E-05,8.58E+03
9619,9.40E-05,2.19E-05,4.90E-05,3.52E-05,8.59E+03
9620,9.18E-05,1.78E-05,4.14E-05,3.32E-05,8.59E+03
9621,7.26E-05,8.71E-06,1.63E-05,1.70E-05,8.59E+03
9622,6.71E-05,8.18E-06,1.71E-05,1.37E-05,8.59E+03
9623,8.54E-05,1.13E-05,2.21E-05,4.48E-05,8.59E+03
9624,6.99E-05,5.78E-06,1.51E-05,2.17E-05,8.59E+03
9625,5.41E-05,6.47E-06,2.14E-05,1.82E-05,8.59E+03
9626,5.63E-05,6.33E-06,2.29E-05,1.78E-05,8.59E+03
9627,6.22E-05,5.90E-06,9.56E-06,1.05E-05,8.59E+03
9628,5.78E-05,7.27E-06,1.21E-05,1.73E-05,8.59E+03
9629,9.55E-05,1.07E-05,2.14E-05,3.81E-05,8.60E+03
9630,6.82E-05,8.28E-06,1.78E-05,2.57E-05,8.60E+03
9631,6.84E-05,6.81E-06,1.29E-05,1.84E-05,8.60E+03
